以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
90,44.02511385104763,17.98306029696687
100,46.090062281171704,17.98306029696687
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,18.205196572371534,2.389838160180182
20,41.269396475255846,66.61253956300676
30,56.739277093391,39.71056475214159
40,42.25492544661864,50.30211969479231
50,196.74041028564918,76.65020143600528
60,113.87392647687773,61.612721744084844
70,72.83745315685121,46.080270936588576
80,138.2732508610805,68.67790884758107
90,104.40797983221648,81.68107369676302
100,141.8031505159688,42.892207987379486
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,701.2040988668043,775.9134652198392
20,631.5562521411825,843.177838894809
30,375.51638838285123,669.9111971047515
40,409.86980432755075,720.6192215067624
50,622.8590809605271,649.0966038197314
60,796.4812068894965,843.177838894809
70,513.2213187099394,738.811104060514
80,553.0913233998,720.6192215067624
90,490.4792775063527,809.5682386854634
100,844.5904869270016,843.177838894809
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,273.30753489696775,274.028416911844
20,73.10779405533789,68.15508802805465
30,160.9656177380283,183.4925947899282
40,73.65206629241173,131.00371339965253
50,111.92593753674846,80.32329144147678
60,133.20601852379556,125.61807159105904
70,137.92941185950116,140.90006034292347
80,118.33340566961955,107.46374546309195
90,162.65378350457394,60.33093186123626
100,108.11421791635377,114.6975017097424
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,281.0823688353706,793.6613178950638
20,339.6918959718466,793.6613178950638
30,434.6827697570131,793.6613178950638
40,486.92454250209806,793.6613178950638
50,474.4850712196778,793.6613178950638
60,461.74059959744403,793.6613178950638
70,483.74174178787916,793.6613178950638
80,502.2776481026752,793.6613178950638
90,521.1316358080687,793.6613178950638
100,499.6634587274728,793.6613178950638
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,59.84899167426804,19.587354993679696
20,66.56046815972836,37.260545146695186
30,88.1587350379959,19.587354993679696
40,95.6083912335986,19.587354993679696
50,104.29357543618785,19.587354993679696
60,118.26190919981924,19.587354993679696
70,118.95507911297997,19.587354993679696
80,114.77833995283326,19.587354993679696
90,121.1631943874465,19.587354993679696
100,109.47303930666737,26.09723706733051
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,1.6642238985381865,4.576205113613056
20,10.396720332317788,1.9812820507837419
30,14.49277022504349,2.9050614898560116
40,16.382991731890506,3.346590439706841
50,22.009563160803044,2.193586725564282
60,20.73150954849355,1.755578003300055
70,19.76439177866914,3.067121990181572
80,20.864085153385517,2.2630488813039835
90,24.481395638639224,1.6268483729915533
100,25.474003446243938,3.188053397178107
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,5.445864222207215,20.0512677487004
20,17.77029029166085,23.16715017553157
30,28.703430936618325,30.96901798313137
40,23.66358107451057,5.149144276006079
50,23.797755137677843,7.648764076374427
60,22.882288071261517,5.000766419429456
70,28.04834195574287,27.651260062095986
80,30.775386221009512,30.96901798313137
90,31.00326925664116,30.96901798313137
100,22.11906069356015,5.380248542590288
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,330.80525306147734,1.0
20,17.311368548130133,10.200248527518173
30,74.91096588542202,7.626646372197464
40,148.61543240605872,10.641996127306316
50,145.02421836972857,11.366975090652206
60,135.8432083935463,9.699662044177906
70,330.98666887757463,34.311910454778186
80,345.6474804654621,28.956734903813185
90,294.80952921965826,21.734257930814305
100,259.77743907201614,64.62675964988098
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,322.42601881976526,1.0
20,3.0287387889615507E17,3.1994281772129088E17
30,3.3652653210683898E17,3.1994281772129088E17
40,3.5335285871218099E17,3.1994281772129088E17
50,4.240234304546169E17,3.1994281772129088E17
60,4.374844917388903E17,3.1994281772129088E17
70,4.4709953551337139E17,3.1994281772129088E17
80,4.5431081834423226E17,3.1994281772129088E17
90,4.262669406686624E17,3.1994281772129088E17
100,4.3411922641782189E17,3.1994281772129088E17
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,4.4054382384895232E17,3.1994281772129088E17
20,4.54310818344232E17,3.1994281772129088E17
30,4.5819381679161856E17,3.1994281772129088E17
40,4.6873338400595354E17,3.1994281772129088E17
50,4.7113714494957376E17,3.1994281772129088E17
60,4.6693056329823827E17,3.1994281772129088E17
70,4.8103498412918662E17,3.1994281772129088E17
80,4.9357224709002982E17,3.1994281772129088E17
90,4.8884906769203904E17,3.1994281772129088E17
100,4.9974190017865542E17,3.1994281772129088E17
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,348.7669057923173,1.0
20,5654.623014909586,3687.842211481309
30,8466.864874328377,2675.986572969158
40,8094.774162587385,1923.2659607765222
50,5832.984577642362,1135.8008971065474
60,10347.170225201271,1972.1073502244535
70,8083.680139346809,1449.08154982656
80,7643.733287799383,1319.5758802020139
90,6498.641033379333,1030.3823021243045
100,6330.507658412346,998.2256027761493
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,79.15689940161262,256.0514017971633
20,183.4266097232757,262.019064649028
30,260.23594818462703,266.3580340256253
40,257.85503576972405,272.27669207915017
50,250.02706765880663,262.019064649028
60,167.89056705139157,198.4311801253515
70,190.50200927992796,211.1821481513193
80,306.75350178699875,271.1679126918531
90,258.10472095227,288.9512136817569
100,310.7615087904503,262.019064649028
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,50.142281477973356,6.77874169590047
20,56.03323776713235,6.77874169590047
30,17.015535160135858,6.164256800376586
40,19.66370698457551,6.164256800376586
50,20.55059975717585,6.164256800376586
60,22.48576716068438,6.164256800376586
70,23.1706486990656,6.164256800376586
80,66.96259045132896,6.77874169590047
90,24.37386221904068,6.164256800376586
100,25.137575081637305,6.164256800376586
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,8.988668758745613,2.9500243033984077
20,12.481184347298823,1.8603729975157475
30,13.99291235670191,2.9006561848724792
40,16.27318028284337,2.487661804366952
50,17.430649370073088,2.563067511574788
60,16.962506978158693,1.662581075059252
70,20.238856857157977,2.1499207036115315
80,19.673493801547004,2.4873604461574055
90,19.798842746759572,1.6825264155877477
100,21.16465337117541,1.650323387207366
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,35.83689122116418,89.9928978005219
20,47.35446224025321,111.0789243819471
30,92.30496747674714,134.57663624210176
40,56.63255276785214,62.7124868426924
50,42.960924525865735,41.32592951984102
60,51.4028928431346,49.200635823848714
70,57.110838330233555,57.30948547971961
80,56.92502846978931,77.07463261010768
90,50.338322108306876,27.196527795815992
100,51.106180487967734,37.92492034720879
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,4.1756353412217795,5.764267997025627
20,11.46285131233392,5.764267997025627
30,14.514199177326393,5.764267997025627
40,17.727481209084328,5.764267997025627
50,19.600532070469658,8.205274160030617
60,20.880755409648174,5.764267997025627
70,18.921631034476754,4.3898721061130965
80,21.935274764631604,5.764267997025627
90,22.687365735314593,5.764267997025627
100,21.377257586504438,6.005925522672417
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,20.06874245440035,2.204308430340443
20,19.19609562327505,1.9568782939745237
30,76.20880737387343,89.7939651678545
40,21.611778628774445,2.188815628470167
50,80.10915084421893,93.76401786060364
60,20.525187151377907,1.0223360473756908
70,136.35431305815263,163.0183806855694
80,81.36077565495216,93.76401786060364
90,81.22244662248033,93.76401786060364
100,179.01152802383098,119.82037981602227
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,20.496440418913902,2.029572383946447
20,251.8464987375475,240.1761996979075
30,244.38021484124621,424.61310688758846
40,146.27093737843785,298.9658378971744
50,319.53083994346287,250.3242031272172
60,19.863797597568464,0.9999999999999903
70,279.74619291617927,166.54700251687166
80,204.1564372197233,234.76753445910526
90,80.91867420874867,93.76401786060364
100,145.71573236559001,298.9658378971744
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,161.64285918053483,422.58511164340246
20,1054.455559285377,680.8159584818933
30,289.08727752237155,165.71041103947175
40,21.462502647179246,1.233628686781836
50,291.3207164649427,165.71041103947175
60,21.374789752469503,1.1034416027633933
70,22.287374064124382,3.290220541382108
80,404.436916594561,379.3211111279572
90,26.538970529678988,5.166835158865288
100,146.14390070045079,298.9658378971744
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,450.249379821481,240.35727788059611
20,20.894703999631464,1.0000000000000049
30,284.53908114721764,522.6515581576176
40,224.16056164001955,280.7739507653078
50,190.54393088723475,296.3601709759881
60,144.63239071483454,298.9658378971744
70,21.438112539505365,0.999999999999998
80,489.2572659138058,319.64197379797747
90,243.8949964964408,535.1699606513456
100,325.4617214017248,250.3242031272172
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,331.539528642101,1.0
20,22.11124945666815,4.240492593482799
30,55.218585240115814,46.291774804044834
40,42.29653217181753,56.71622701489876
50,67.87532426801926,116.34804950345492
60,71.1262586115442,116.34804950345492
70,76.60023132686615,116.34804950345492
80,93.10407642816648,95.35075758886684
90,106.3369303001542,59.2550364098009
100,109.38195289880521,94.66977138967673
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,356.20477794470276,1.0
20,355.285324816461,1.0
30,193.60143691889735,175.93369719551487
40,123.04481991255224,210.69757044483052
50,356.17298688918765,1.0
60,77.06610744649262,100.7864213169105
70,132.4985267063353,203.05842916060635
80,149.06510081775318,87.31994248867106
90,177.87125125554613,231.06933040575865
100,3578.620509706612,8243.323217819345
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,115.69901401112591,61.418029057762325
20,22.814706263032903,3.007056602352312
30,168.72802725886092,136.8664316811878
40,23.728913496248705,2.754874233134337
50,115.6038229540161,47.33477355516371
60,149.5701727345717,143.66204037875755
70,179.67254546445116,87.31994248867106
80,239.4889067414518,59.611563540142264
90,418.7357304176532,141.82354477674573
100,156.9262308977641,103.79280859391363
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,217.4314366529692,214.67783350270588
20,23.45708659636691,2.268652022215533
30,131.59161488035713,139.1090192152226
40,310.3526226128809,107.10053013384493
50,23.42109471707598,2.3010841287244035
60,23.098473070278118,2.364397818281501
70,181.1854464527837,87.31994248867106
80,23.414467801516125,4.3037847547066495
90,146.54292432289427,88.45797160413711
100,199.34008823915653,64.4916864248791
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,12.619258606909316,3.4110638096469517
30,21.520530193738683,7.446114187085357
40,172.85252820357522,13.226024628155734
50,58.68221947335818,49.70236607804946
60,81.02921079329903,45.352696530588986
70,136.47509287933931,66.21625991621417
80,129.62986168244663,65.5091734193903
90,104.54246377636657,75.53502739393143
100,183.33015197951283,120.63629462644187
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,109.58150057161008,92.69622926430202
20,65.2384362612731,64.6087930769742
30,71.7298560541204,64.21277844973623
40,100.98052022122691,77.11059409933247
50,90.9841421977484,58.68558792018421
60,68.47423364720603,53.455297040822806
70,74.66523217635174,52.82173367520576
80,93.96155450943554,122.66913782647421
90,84.09773330624844,41.757957116904464
100,70.18473263120555,33.89956418919658
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,82.51818283895577,62.92969174089121
20,76.47307727045843,32.511048847760854
30,61.383645626103856,35.84921646948953
40,65.19563338413212,34.382949450684336
50,61.95223272368417,25.365064667091687
60,64.19240184232932,29.00960838837097
70,66.58081271242065,39.64438410975585
80,58.00354968890465,38.566422469267295
90,73.54034816063294,47.469011355378825
100,59.79989402167028,36.44053899160202
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,51.14484687197563,26.517808530362707
20,60.449675618003724,35.61420456934549
30,64.04524100199664,42.11712765243127
40,54.98652926965717,32.17507744644788
50,145.2035202910086,113.02503707718891
60,54.24185212042803,28.256409416517677
70,62.34707454470706,33.95797002952129
80,53.779249999262596,31.9359523905392
90,64.38964756668618,40.85729651606914
100,68.70007660392476,35.232755600702
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,63.213636182253595,26.470251672156763
20,46.28164451862491,21.422499265220534
30,55.29707554697108,34.580255858071695
40,45.63895968839017,24.911003684922274
50,58.77324568252163,50.104817031873736
60,163.61392382970786,39.587607216638695
70,62.06123546624127,31.315425141615478
80,86.42811624059638,68.34609000245575
90,58.86438800598302,34.354598652549214
100,56.42001725709958,45.02128994783835
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,53.27781076420913,75.94555446295995
30,215.08947602645583,145.6085527770064
40,94.09014382094236,163.41798189115065
50,112.75827561365053,117.71262975092586
60,61.22745791214421,27.98728012279269
70,95.8832420070646,24.73324969107367
80,100.10726417437436,37.033598212547325
90,100.19386941055659,36.54898783107719
100,86.32192152412486,111.95663918977388
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,105.85124489683896,85.26986330513598
20,68.02933681244149,53.27296371359229
30,62.822594330406055,40.066803784588195
40,58.69431175781235,60.70633970675879
50,125.23369962294686,101.3319844269302
60,85.08229814847695,61.35928858212731
70,61.97472665656377,45.52492394021901
80,85.58218133063,107.10107658363442
90,64.04169707026773,50.7499380746819
100,66.91264833701423,56.02617031884714
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,70.982089063148,55.06643799729228
20,83.53472890815704,51.11738659848248
30,78.10461178690521,79.56884703988024
40,60.2694807941548,41.80724505871284
50,71.47116811041276,59.15945892307545
60,69.13081413283359,64.38934800658492
70,57.438097128087435,53.48873877630414
80,58.97192611328932,39.150014282741786
90,62.64351306197891,39.150324405303905
100,278.70294072151194,125.7667990057192
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,73.04190884999805,83.56694652411154
20,54.4794321874784,39.942347204937995
30,65.9534859832457,40.010310001191165
40,65.42456138294598,48.741538894739925
50,66.33316464471538,47.209555053100694
60,60.582165815281456,61.4688225922592
70,74.68941389598393,27.92444172140202
80,81.10925615603712,53.39762716403516
90,60.16105134835343,44.3305147991067
100,61.2633848986113,48.32890550097971
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,79.84528205558095,84.61295265310613
20,98.58988340232193,51.79715715917503
30,70.30147106772858,56.51418317203752
40,62.54127604724788,38.30258257237517
50,74.0997943656323,47.25600526207214
60,70.56786063566707,41.70011083037274
70,70.55200923195814,74.629557720978
80,71.71650529677845,62.83787607862443
90,77.02889561096251,70.00533954388355
100,95.79726510653528,66.77849854410486
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,214.86411217650002,636.534536868769
30,172.55858023580114,26.68738747654366
40,1.6640186199430572E14,1.4379433512583972E14
50,116.15103369875155,54.81447357975557
60,5726.046056584117,6714.255637885695
70,148.11328378674338,71.42567162390759
80,230.28409888724877,364.9969913245722
90,2.724847769078951E15,1.5675577628347918E15
100,557.4287707457717,138.967788400695
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,2472.1503516208104,3172.567076379772
20,895.925584769992,1065.8835178937923
30,2569.9178586461785,3447.0159632879963
40,6.892187992609626E13,4.2033840315862055E13
50,1476.1272955240902,1664.3312231178336
60,3.217297755716896E13,1.8358582856474312E13
70,8.370651636039816E13,4.680278404778995E13
80,2.5596632750440644E14,1.2205693412491298E14
90,7.669394070162495E13,3.991667188340896E13
100,8.290485625889544E14,5.4824834012613006E14
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,17.94027694850757,6.787926499715099
40,65.67503809863834,2.386301115267248
50,255.20711797904104,263.20698089599404
60,191.82625001189098,170.95734340042313
70,311.72895323072197,96.75264975524446
80,172.21274071250605,104.14901568926649
90,80.76853994339295,47.6442499640141
100,216.77020405195665,111.8312710950071
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,85.8742672166407,89.1190471535238
20,234.11668141040965,78.92755850663012
30,235.25280653372317,123.65394140640623
40,192.9189673407663,37.55789917410203
50,246.2440888162039,90.06120267071452
60,163.50979096031995,79.02100095827605
70,217.09002507438083,139.14950329774845
80,68.04625211620063,25.338974151442397
90,90.76978610249249,24.73591772305057
100,110.69315108033078,31.49386633068045
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,211.13155321893572,40.65857250441274
20,81.07556979455158,59.333094968972716
30,171.65294790964498,169.68757159013467
40,111.50309739896878,69.58734773952776
50,95.10164861013766,46.70388314847689
60,181.34029384533153,103.03280870986084
70,83.53161734628841,46.741793929368406
80,74.67621159357324,42.386646501601625
90,95.38273511696165,61.51832839570047
100,101.91742399953533,62.94198041415678
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,100.1462397807366,68.43848863013136
20,113.59507180913968,44.91750718763737
30,79.44176921587824,36.321934262810814
40,91.26528700796287,82.73056418714567
50,93.0772437015285,28.058012905108775
60,176.60105220244577,101.12978213580088
70,184.48898614204438,93.20570294353385
80,91.70720678459398,45.56870922000694
90,71.69745174744192,29.853875522582964
100,89.92577292648495,52.26131768937481
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,NaN,0.0
60,NaN,0.0
70,NaN,0.0
80,NaN,0.0
90,52.31228243705223,14.229689674342971
100,53.920833193202604,14.443210575706422
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,55.96720531172264,13.21955142212071
60,NaN,0.0
70,NaN,0.0
80,92.91750123493668,10.26180022581436
90,NaN,0.0
100,181.4966419385377,8.25808639987908
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,20.207875090079778,1.5110150549031123
60,24.72878373790118,2.738499338640323
70,60.5614376974239,8.379415775316783
80,914.8512212951904,219.81352130479536
90,191.2541641057668,102.49224343771907
100,126.45152189411425,46.01496449801629
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,NaN,0.0
60,56.939645470975364,2.2192823696466424
70,74.27967985745325,26.400963851247557
80,178.3296550787538,308.36401973047833
90,24.58386676200737,2.2126851268591494
100,60.188188763395054,25.755130547754703
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,30.437450608648465,1.0000000000000155
20,21.74558435277827,0.9999999999999996
30,44.31095158539766,1.4219638171859827
40,23.699102225013515,1.5210244239885196
50,37.779512872089306,10.325549570683807
60,51.80155615834411,1.5851402682579498
70,44.090123200640996,1.1763309186258375
80,55.85079790058411,1.823366269159531
90,64.3360495248613,2.1342765912319974
100,21.581481026023802,0.9999761338008925
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,175.35614107039962,95.9353057878636
60,169.71790877473236,192.46731420999748
70,69.82801798352021,82.78308640346124
80,41.007314489849165,21.758619630811804
90,309.4854298477864,279.61513783111263
100,161.48709664690935,27.628038227700095
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,62.9301838825457,12.68398972309098
20,18.738657294396795,1.0964119899258307
30,18.34425070984001,0.9999999999999989
40,24.803055151330664,6.889525328632641
50,32.07575140283895,12.695118779768695
60,25.102412223096316,5.967625418492267
70,42.89254081972208,23.74705524975433
80,51.82472895675006,31.471660675918997
90,57.106590617483064,65.71424988066903
100,64.13800046900774,58.71112835885687
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,110.83958067795652,173.99577795320025
20,69.50842474716583,87.6484107334945
30,94.21502046546257,142.52587016036566
40,77.36309398604726,112.97187139491659
50,84.05578062680685,126.92976790999225
60,50.13736387996926,65.72863284794416
70,62.29229073407721,92.1757979346097
80,69.58747599992462,114.48331931237915
90,60.80850599499232,51.26580723277828
100,85.98243634733251,135.96126779894115
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,46.90242889369732,29.269606757627905
20,63.1356599421105,83.89752972613282
30,82.59840654244925,132.85128298980595
40,64.6679034670528,91.68618119509865
50,59.75263224933251,80.85512797921217
60,40.124362323788624,23.37358475240716
70,61.77255985422472,84.00593499453613
80,67.35338544626885,92.46014672388954
90,43.905554645928646,25.87479301244851
100,63.03507046911518,76.31691447647499
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,529.5812717034416,178.35225895239768
50,523.7988428090157,177.49930829051266
60,NaN,0.0
70,188.65716284683447,77.39594304924866
80,NaN,0.0
90,259.31231977296335,88.73057482101349
100,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,317.21899876605,166.27487888599939
20,NaN,0.0
30,57.75251458359251,53.63378839479351
40,20.60524759810392,1.0000000000000095
50,21.3655321987494,1.0000000000000038
60,261.6159027562818,159.44087746935557
70,50.13213105282714,12.490662817005756
80,62.72955330556396,32.99008997330491
90,62.787036958561124,17.462237720800225
100,82.31795536120372,18.792120114131293
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,61.860306398294505,40.581069600275846
20,49.414769421425596,17.424489930643794
30,42.69132336824488,14.623144417226408
40,42.0461267994041,13.787137277877365
50,35.80005135928901,9.494273079059898
60,48.81965782586655,17.224547029149125
70,47.33746580717662,17.390138720003282
80,22.518178759361437,0.9999999999999996
90,63.341299904903984,26.678086209949257
100,70.2226735958329,47.87754048464729
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,36.096841063081484,14.430422916408089
20,47.04163126792457,24.476449816303013
30,61.17070928584202,34.236496240130926
40,47.39907503806179,21.840640353089192
50,57.83666695671695,45.24239655831592
60,100.49983490387014,65.20653936554511
70,40.208616010163055,16.865311117111766
80,81.7600397980128,50.605460064995974
90,43.352180717616356,19.077823658308354
100,48.45764156867372,23.95878959009008
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,40.80222601093211,14.956009010666445
20,61.77919737537494,35.952136648774854
30,30.51656091391201,8.176210139277044
40,33.145847015736244,10.60293766790247
50,44.65507342357625,20.44052534818758
60,46.76561014309743,22.012873451899583
70,35.62206676242695,12.444568304180963
80,36.8772804568493,15.966950514860722
90,44.790309500238,19.18706404930854
100,41.79372712085719,17.90793153965553
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,NaN,0.0
60,NaN,0.0
70,NaN,0.0
80,NaN,0.0
90,NaN,0.0
100,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,22.885623596325452,1.3734293309240162
30,52.77677080088372,58.6361985253244
40,69.54667443327791,79.58557477260898
50,110.22211397955556,153.84511212440714
60,432.7198103650876,162.1598750273132
70,111.36557211544115,153.84511212440714
80,66.86423708941415,76.891993104816
90,111.16023467347578,153.84511212440714
100,360.6264818007401,151.6497706336946
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,45.113550198864196,38.94298086037093
20,47.77533878280211,42.24529097268702
30,56.761092361168316,58.464745022910186
40,63.14599750585198,65.88024076638473
50,69.8983525730365,76.87502576451841
60,219.10629307376502,80.97098527324012
